language1,feature,language2,geo,unigram_cosine
Gujarati,62,Bulgarian,27.577164466275352,-172.69473251810209
Hakka,53,Bulgarian,24.748737341529164,97.8339465294185
Hausa,48,Bulgarian,43.1335136523794,169.0226426753755
Hebrew,60,Bulgarian,15.202795795510772,154.17057277245908
Hindi,51,Bulgarian,24.748737341529164,37.38797482946237
Hungarian,60,Bulgarian,6.363961030678928,131.19447350353892
Icelandic,65,Bulgarian,31.81980515339464,173.96184083553334
Indonesian,48,Bulgarian,68.82506003549534,177.41825930357132
Irish,55,Bulgarian,14.142135623730951,163.39433589413233
Japanese,46,Bulgarian,7.7781745930520225,-18.321013525983627
Javanese,55,Bulgarian,70.0035713374682,152.84770833050874
Kabiye,56,Bulgarian,46.43334529791191,-64.72988685344332
Kabyle,52,Bulgarian,8.48528137423857,170.588337284734
Kannada,48,Bulgarian,40.30508652763321,154.1392505827129
Kapampangan,51,Bulgarian,38.41946844451622,173.9561494153716
Karachay-Balkar,47,Bulgarian,1.4142135623730951,139.37752645208926
Kazakh,63,Bulgarian,10.606601717798213,-101.96341990724935
Khmer,42,Bulgarian,42.42640687119285,160.82554630095055
Kirghiz,54,Bulgarian,7.424621202458749,-101.48633202195849
Korean,45,Bulgarian,7.0710678118654755,-125.32841311188824
Ladino,55,Bulgarian,3.5355339059327378,163.19248102397702
Lao,41,Bulgarian,34.64823227814083,-156.56531434264136
Latvian,65,Bulgarian,20.506096654409877,154.76992498192496
Lezgian,45,Bulgarian,1.1785113019304345,-136.3481501139352
Lithuanian,64,Bulgarian,17.67766952966369,118.3393991430847
Luganda,47,Bulgarian,59.39696961966999,152.55453813696798
Luxembourgish,54,Bulgarian,10.370899457355552,163.19376835038713
Macedonian,64,Bulgarian,1.1785113019304345,177.8430985849694
Maithili,55,Bulgarian,23.33452377915607,-94.09879279037732
Malayalam,50,Bulgarian,45.96194077712559,-151.64448526375458
Maltese,55,Bulgarian,9.310239285575731,173.21989057277054
Manx,54,Bulgarian,16.499158227733254,131.84534009210196
Maori,52,Bulgarian,116.67261889578035,175.21140009893946
Marathi,55,Bulgarian,33.23401871576773,-166.73183694556937
Mazandarani,53,Bulgarian,8.48528137423857,82.20616184108734
Mingrelian,51,Bulgarian,0,62.56991284243575
Nahuatl,54,Bulgarian,33.23401871576773,109.97774292348437
Neapolitan,52,Bulgarian,2.2391714737102557,155.75033568473864
Nepali,50,Bulgarian,20.506096654409877,-108.9534845304838
Occitan,54,Bulgarian,2.1213203435596424,167.61411411605744
Ossetian,54,Bulgarian,0.7071067811865476,165.92720690235674
Pangasinan,54,Bulgarian,37.594510533037635,32.92775708397865
Papiamentu,48,Bulgarian,42.77996026178612,165.37879063743404
Polish,61,Bulgarian,13.435028842544403,160.813773859455
Ripuarian,59,Bulgarian,12.020815280171307,143.9607339541762
Romanian,56,Bulgarian,6.363961030678928,176.7952094713768
Romansh,53,Bulgarian,5.892556509935041,162.14846901386304
Russian,68,Bulgarian,19.091883092036785,149.22901513048959
Sakha,52,Bulgarian,27.577164466275352,35.29132688376258
Samoan,43,Bulgarian,79.78521514392925,163.24535565755355
Sindhi,48,Bulgarian,23.33452377915607,-161.83222523104095
Sinhalese,55,Bulgarian,50.204581464244875,-159.1094787098559
Slovak,57,Bulgarian,9.192388155425117,154.6257929213752
Slovenian,61,Bulgarian,4.949747468305833,168.35304580216985
Somali,41,Bulgarian,55.86143571373726,149.98716733932284
Sundanese,48,Bulgarian,70.0035713374682,175.5549189285203
Swedish,63,Bulgarian,30.759144981614817,9.542458636282568
Tajik,58,Bulgarian,5.4211519890497195,49.704959975306
Tamil,50,Bulgarian,44.54772721475249,-38.8357581969985
Tatar,48,Bulgarian,18.149074050407577,-148.13307643165325
Telugu,57,Bulgarian,37.476659402887016,-68.94750515874827
Tetum,49,Bulgarian,72.8319984622144,156.9282134858146
Thai,49,Bulgarian,37.476659402887016,-171.7681513264904
Tongan,54,Bulgarian,90.03826347113419,166.16474469092543
Tsonga,48,Bulgarian,94.04520189781083,178.28644216106403
Tswana,50,Bulgarian,94.04520189781083,169.06047439540964
Tulu,53,Bulgarian,42.072853480599576,31.38090029748841
Turkish,52,Bulgarian,4.949747468305833,170.4502889267149
Turkmen,43,Bulgarian,3.5355339059327378,106.40107244416902
Ukrainian,56,Bulgarian,9.192388155425117,146.15404636719927
Urdu,43,Bulgarian,24.748737341529164,-8.484438781948247
Uyghur,53,Bulgarian,3.5355339059327378,23.68464012104529
Vepsian,50,Bulgarian,24.748737341529164,-115.95240072018437
Vietnamese,45,Bulgarian,45.254833995939045,168.07222951188942
Waray,44,Bulgarian,43.1335136523794,160.8384584084297
Welsh,68,Bulgarian,13.435028842544403,173.3959409312304
Wolof,54,Bulgarian,38.53731957466684,168.45278473996376
Wu,48,Bulgarian,15.320646925661391,141.7589065181947
Yoruba,42,Bulgarian,48.79036790187178,160.10544755094205
Zeelandic,55,Bulgarian,12.727922061357855,163.88467664897726
Acehnese,41,Burmese,21.920310216782973,55.17691519163173
Afrikaans,46,Burmese,73.53910524340094,145.7486788480063
Alemannic,49,Burmese,38.890872965260115,146.4487271590645
Amharic,45,Burmese,15.556349186104045,-56.152314274956495
Armenian,45,Burmese,16.499158227733254,-143.12743647242218
Assamese,58,Burmese,7.0710678118654755,108.95842859782131
Asturian,48,Burmese,31.466251762801363,127.65810320399156
Bashkir,55,Burmese,45.254833995939045,54.44472599957062
Basque,41,Burmese,31.11269837220809,-59.82724279387905
Bavarian,41,Burmese,39.59797974644666,133.12421149132567
Belarusian,39,Burmese,46.66904755831214,144.49671247509778
Bengali,56,Burmese,4.242640687119285,76.83648679937654
Bhojpuri,52,Burmese,7.0710678118654755,-61.578220610330014
Bosnian,52,Burmese,31.11269837220809,109.14416575152704
Breton,40,Burmese,38.18376618407357,124.19618870495879
Bulgarian,41,Burmese,30.405591591021544,98.20119372679922
Catalan,44,Burmese,29.34493141924172,126.18487128343868
Chuvash,58,Burmese,48.79036790187178,43.01519363488086
Croatian,43,Burmese,32.526911934581186,122.09523263308277
Czech,45,Burmese,41.012193308819754,127.74243747416962
Danish,38,Burmese,49.49747468305833,102.00178953739439
Divehi,45,Burmese,23.805928299942387,124.73710189409188
Dutch,32,Burmese,42.072853480599576,127.79790493836018
Emilian-Romagnol,43,Burmese,33.23401871576773,140.86757000531765
Erzya,41,Burmese,45.254833995939045,127.54244996886177
Estonian,39,Burmese,53.74011537017761,133.52965143404612
Faroese,49,Burmese,57.982756057296896,97.16854437002277
Finnish,47,Burmese,57.982756057296896,123.08192079512253
Gagauz,48,Burmese,35.826743580071266,121.85223118765832
Galician,40,Burmese,31.11269837220809,140.51813620295783
Georgian,36,Burmese,29.698484809834994,167.0738306464159
German,41,Burmese,26.870057685088806,137.92014046346705
Gilaki,43,Burmese,23.098821518713407,-64.54616431346777
Greek,32,Burmese,19.445436482630058,154.65706835733624
Gujarati,58,Burmese,2.8284271247461903,-103.90566539890742
Hakka,47,Burmese,5.656854249492381,70.04416959364693
Hausa,35,Burmese,12.727922061357855,93.09105558360278
Hebrew,33,Burmese,15.202795795510772,144.53011088751035
Hindi,47,Burmese,5.656854249492381,-121.08051612768193
Hungarian,48,Burmese,36.76955262170047,162.48000384372182
Icelandic,42,Burmese,62.22539674441618,61.49506054867797
Indonesian,50,Burmese,38.4194684444738,110.59920484088529
Irish,36,Burmese,44.54772721475249,135.347530751549
Japanese,69,Burmese,22.627416997969522,138.53831177386456
Javanese,46,Burmese,39.59797974644666,87.2452965427744
Kabiye,57,Burmese,16.027753706890362,-160.93192562767825
Kabyle,48,Burmese,21.920310216782973,52.38890743963567
Kannada,47,Burmese,9.899494936611665,155.7882326678343
Kapampangan,39,Burmese,8.013876853494677,106.71718092252213
Karachay-Balkar,60,Burmese,31.81980515339464,149.37438579838894
Kazakh,51,Burmese,41.012193308819754,59.113314747834224
Khmer,54,Burmese,12.020815280171307,134.79295212189572
Kirghiz,52,Burmese,37.83021279348029,65.71474627013951
Korean,71,Burmese,23.33452377915607,36.768402862056064
Ladino,48,Burmese,26.870057685088806,143.2018372553635
Lao,46,Burmese,4.242640687119285,-131.86339361140674
Latvian,38,Burmese,50.91168824543142,154.66130959394494
Lezgian,55,Burmese,29.22708028909111,-11.714101113164029
Lithuanian,44,Burmese,48.08326112068523,176.7287854783779
Luganda,50,Burmese,28.991378028648448,124.90110223497516
Luxembourgish,52,Burmese,40.776491048377096,95.97767709792734
Macedonian,43,Burmese,29.22708028909111,91.87920481350544
Maithili,47,Burmese,7.0710678118654755,40.97408137318744
Malayalam,59,Burmese,15.556349186104045,-28.536953807919655
Maltese,39,Burmese,21.095352305445815,124.77457039567399
Manx,43,Burmese,46.904749818754794,170.98430723531905
Maori,49,Burmese,86.2670273047588,110.59322742105098
Marathi,49,Burmese,2.8284271247461903,-64.96097303611838
Mazandarani,47,Burmese,21.920310216782973,24.09449554829157
Mingrelian,47,Burmese,30.405591591021544,170.11823759338785
Nahuatl,39,Burmese,2.8284271247461903,176.27106172981672
Neapolitan,50,Burmese,28.166420117311286,80.85616102551029
Nepali,52,Burmese,9.899494936611665,-24.888210412883918
Occitan,39,Burmese,32.526911934581186,92.35942227876797
Ossetian,44,Burmese,31.11269837220809,32.74857954790026
Pangasinan,44,Burmese,7.188918942016094,48.384559438197215
Papiamentu,57,Burmese,12.374368670764582,139.30423872718737
Polish,39,Burmese,43.840620433565945,149.82902110311633
Ripuarian,50,Burmese,42.42640687119285,18.42628008142246
Romanian,43,Burmese,36.76955262170047,93.94631108758159
Romansh,45,Burmese,36.29814810095658,139.71153042717788
Russian,44,Burmese,49.49747468305833,154.63302339657128
Sakha,52,Burmese,57.982756057296896,148.6658151654979
Samoan,49,Burmese,49.3796235529077,136.15807124814398
Sindhi,45,Burmese,7.0710678118654755,-88.87400365263981
Sinhalese,56,Burmese,19.79898987322333,-61.915191766638344
Slovak,39,Burmese,39.59797974644666,160.65284508470987
Slovenian,46,Burmese,35.35533905932738,122.72709602928657
Somali,39,Burmese,25.45584412271571,0.5342390451415909
Sundanese,53,Burmese,39.59797974644666,94.48270146773912
Swedish,37,Burmese,61.16473657263636,-74.4478787604152
Tajik,44,Burmese,24.984439601971825,161.11543297992225
Tamil,53,Burmese,14.142135623730951,100.71405529889253
Tatar,48,Burmese,48.55466564142912,-127.59042577567985
Telugu,56,Burmese,7.0710678118654755,-153.74542058099954
Tetum,47,Burmese,42.42640687119285,52.77160673398675
Thai,56,Burmese,7.0710678118654755,-78.15449979476739
Tongan,52,Burmese,59.632671880112646,36.48051517079165
Tsonga,59,Burmese,63.63961030678928,91.68847869563824
Tswana,42,Burmese,63.63961030678928,110.91865675165195
Tulu,49,Burmese,11.667261889578034,149.1423639545128
Turkish,48,Burmese,25.45584412271571,136.91498177645002
Turkmen,53,Burmese,26.870057685088806,173.56879964095629
Ukrainian,41,Burmese,39.59797974644666,152.4232386586859
Urdu,49,Burmese,5.656854249492381,-122.98791986958318
Uyghur,56,Burmese,26.870057685088806,159.4938772679467
Vepsian,55,Burmese,55.154328932550705,26.77205990919944
Vietnamese,52,Burmese,14.849242404917497,134.03618401039202
Waray,45,Burmese,12.727922061357855,46.312744973734894
Welsh,40,Burmese,43.840620433565945,83.19558560944226
Wolof,48,Burmese,8.131727983645296,68.89119979297041
Wu,41,Burmese,15.084944665360155,110.85844208952864
Yoruba,50,Burmese,18.384776310850235,29.062608440455612
Zeelandic,47,Burmese,43.1335136523794,147.15517144743416
Acehnese,39,Catalan,51.2652416360247,32.50147516063597
Afrikaans,59,Catalan,102.88403666264267,177.2487943296692
Alemannic,55,Catalan,9.545941546018392,175.03257002833513
Amharic,41,Catalan,44.90128060534577,-154.0176969207691
Armenian,51,Catalan,12.845773191508469,-125.64315681478601
Assamese,46,Catalan,22.273863607376246,176.2286641119145
Asturian,54,Catalan,2.1213203435596424,179.78734642974524
Bashkir,48,Catalan,15.90990257669732,-80.30380669746063
Basque,47,Catalan,1.7677669529663689,-145.19105489696855
Bavarian,57,Catalan,10.253048327204938,175.7846470713622
Belarusian,58,Catalan,17.324116139070416,174.41315209841656
Bengali,55,Catalan,25.102290732122437,162.82303318862213
Bhojpuri,45,Catalan,22.273863607376246,50.37101105668049
Bosnian,57,Catalan,1.7677669529663689,177.51495238653953
Breton,58,Catalan,8.838834764831844,175.32313050178374
Bulgarian,58,Catalan,1.0606601717798212,168.63334978136362
Burmese,44,Catalan,29.34493141924172,126.18487128343868
Chuvash,46,Catalan,19.445436482630058,-88.86691499501451
Croatian,59,Catalan,3.181980515339464,179.5729708995531
Czech,61,Catalan,11.667261889578034,178.56935807369658
Danish,62,Catalan,20.152543263816604,175.55762242104765
Divehi,58,Catalan,53.15085971918411,-2.387720722968132
Dutch,54,Catalan,12.727922061357855,178.9864075716267
Emilian-Romagnol,51,Catalan,3.8890872965260113,173.5676867237416
Erzya,54,Catalan,15.90990257669732,96.12324525319508
Estonian,60,Catalan,24.39518395093589,178.59784449145013
Faroese,58,Catalan,28.637824638055175,173.98698550128705
Finnish,57,Catalan,28.637824638055175,175.0083735364872
Gagauz,53,Catalan,6.481812160829541,8.410314878629167
Galician,47,Catalan,1.7677669529663689,177.7247531444917
Georgian,41,Catalan,0.3535533905932738,160.03017751327184
German,52,Catalan,2.4748737341529163,178.4456489477284
Gilaki,52,Catalan,6.246109900528315,6.2199032201631175
Greek,59,Catalan,9.899494936611665,172.25242521127853
Gujarati,55,Catalan,26.516504294495533,-176.29694979175014
Hakka,55,Catalan,23.68807716974934,81.45417559031796
Hausa,49,Catalan,42.072853480599576,171.44877945712028
Hebrew,55,Catalan,14.142135623730951,173.58024002491192
Hindi,50,Catalan,23.68807716974934,-4.6933911675102555
Hungarian,52,Catalan,7.424621202458749,160.68579139849615
Icelandic,60,Catalan,32.88046532517446,157.55835062849977
Indonesian,51,Catalan,67.76439986371551,173.06174982439575
Irish,58,Catalan,15.202795795510772,179.21974628419235
Japanese,47,Catalan,6.7175144212722016,20.80070343340966
Javanese,48,Catalan,68.94291116568839,121.39543400880525
Kabiye,56,Catalan,45.37268512613209,-108.56610678459447
Kabyle,54,Catalan,7.424621202458749,150.49009849913404
Kannada,40,Catalan,39.244426355853385,172.51042366618344
Kapampangan,52,Catalan,37.3588082727364,162.67078924420318
Karachay-Balkar,44,Catalan,2.4748737341529163,156.26556171233827
Kazakh,64,Catalan,11.667261889578034,-71.2784550068074
Khmer,51,Catalan,41.36574669941303,178.45124106707635
Kirghiz,60,Catalan,8.48528137423857,-69.6679346887904
Korean,51,Catalan,6.010407640085654,-95.12885609496111
Ladino,55,Catalan,2.4748737341529163,177.67920505403256
Lao,48,Catalan,33.58757210636101,-177.22908977034018
Latvian,57,Catalan,21.5667568261897,171.83585494472527
Lezgian,50,Catalan,0.11785113015061328,-129.10196996674068
Lithuanian,57,Catalan,18.738329701443508,140.22259240828132
Luganda,51,Catalan,58.33630944789017,172.5095167734709
Luxembourgish,55,Catalan,11.431559629135373,163.36247619571182
Macedonian,57,Catalan,0.11785113015061328,172.0668537147924
Maithili,46,Catalan,22.273863607376246,-69.24180183688125
Malayalam,53,Catalan,44.90128060534577,-146.49401370528273
Maltese,54,Catalan,8.24957911379591,179.1719941276188
Manx,50,Catalan,17.559818399513073,157.75026358090958
Maori,50,Catalan,115.61195872400052,177.07421855599853
Marathi,48,Catalan,32.17335854398791,-164.86310209132932
Mazandarani,48,Catalan,7.424621202458749,64.94578163811904
Mingrelian,44,Catalan,1.0606601717798212,106.11862055862177
Nahuatl,58,Catalan,32.17335854398791,140.6623835367098
Neapolitan,49,Catalan,1.1785113019304345,130.8580278631076
Nepali,47,Catalan,19.445436482630058,-115.15712652058821
Occitan,57,Catalan,3.181980515339464,166.47305499308942
Ossetian,50,Catalan,1.7677669529663689,140.99822739965626
Pangasinan,53,Catalan,36.53385036125782,-0.9499153775377458
Papiamentu,47,Catalan,41.71930009000631,177.94417267054015
Polish,62,Catalan,14.495689014324224,175.44715715004938
Ripuarian,49,Catalan,13.08147545195113,139.49113242026067
Romanian,74,Catalan,7.424621202458749,173.9106913563704
Romansh,64,Catalan,6.953216681714863,177.63329816198984
Russian,56,Catalan,20.152543263816604,172.3111072801639
Sakha,48,Catalan,28.637824638055175,74.40423168164183
Samoan,47,Catalan,78.72455497214943,178.07509841823227
Sindhi,52,Catalan,22.273863607376246,-171.02502968202225
Sinhalese,46,Catalan,49.14392129246505,-156.48320448247344
Slovak,51,Catalan,10.253048327204938,167.64651640625544
Slovenian,64,Catalan,6.010407640085654,177.00134603454438
Somali,43,Catalan,54.800775541957435,120.11650219578172
Sundanese,55,Catalan,68.94291116568839,163.2416121795799
Swedish,67,Catalan,31.81980515339464,-52.769683372628464
Tajik,58,Catalan,4.3604918172698985,90.68036526131064
Tamil,44,Catalan,43.487067042972676,-29.098140892462435
Tatar,47,Catalan,19.209734222187397,-154.02754234199242
Telugu,43,Catalan,36.4159992311072,-111.95055546982583
Tetum,55,Catalan,71.77133829043457,158.77363414045504
Thai,52,Catalan,36.4159992311072,-170.03673665438558
Tongan,59,Catalan,88.97760329935437,142.7960465167581
Tsonga,56,Catalan,92.984541726031,170.558145213518
Tswana,56,Catalan,92.984541726031,178.68667504118233
Tulu,47,Catalan,41.012193308819754,50.9747324372204
Turkish,49,Catalan,3.8890872965260113,177.33900835729062
Turkmen,50,Catalan,2.4748737341529163,141.11723043495377
Ukrainian,51,Catalan,10.253048327204938,171.66540933841904
Urdu,42,Catalan,23.68807716974934,-56.925129030265595
Uyghur,53,Catalan,2.4748737341529163,68.80837230867708
Vepsian,56,Catalan,25.809397513308983,-105.00949609114883
Vietnamese,52,Catalan,44.19417382415922,178.91869501540256
Waray,51,Catalan,42.072853480599576,141.39811581348653
Welsh,54,Catalan,14.495689014324224,171.12304564003054
Wolof,58,Catalan,37.476659402887016,156.98894537951975
Wu,49,Catalan,14.259986753881568,118.16702054337294
Yoruba,53,Catalan,47.72970773009196,137.74465397550586
Zeelandic,56,Catalan,13.788582233137676,171.29861871248008
Acehnese,34,Chuvash,70.71067811865476,-19.611941347318993
Afrikaans,51,Chuvash,122.32947314527271,-65.08586509143376
Alemannic,43,Chuvash,9.899494936611665,-56.37331109213392
Amharic,42,Chuvash,64.34671708797582,125.83772489144151
Armenian,49,Chuvash,32.29120967413852,3.49034646497839
Assamese,59,Chuvash,41.71930009000631,-108.5148078270692
Asturian,46,Chuvash,17.324116139070416,-86.96406312591577
Bashkir,60,Chuvash,3.5355339059327378,178.98792005701438
Basque,56,Chuvash,17.67766952966369,115.10904513419356
Bavarian,42,Chuvash,9.192388155425117,-85.14921811973262
Belarusian,47,Chuvash,2.1213203435596424,-58.343092346091424
Bengali,57,Chuvash,44.54772721475249,-134.14970046587376
Bhojpuri,56,Chuvash,41.71930009000631,-164.31635235370206
Bosnian,52,Chuvash,17.67766952966369,-111.08599523109115
Breton,42,Chuvash,10.606601717798213,-95.59337395482945
Bulgarian,42,Chuvash,18.384776310850235,-122.33795046136525
Burmese,58,Chuvash,48.79036790187178,43.01519363488086
Catalan,46,Chuvash,19.445436482630058,-88.86691499501451
Croatian,50,Chuvash,16.263455967290593,-96.02656317305626
Czech,50,Chuvash,7.7781745930520225,-89.73968071856962
Danish,44,Chuvash,0.7071067811865476,-118.07293774307131
Divehi,58,Chuvash,72.59629620181417,140.93932789940672
Dutch,40,Chuvash,6.7175144212722016,-90.63877056735596
Emilian-Romagnol,48,Chuvash,15.556349186104045,-57.46742182820316
Erzya,48,Chuvash,3.5355339059327378,-2.2445887984964625
Estonian,54,Chuvash,4.949747468305833,-82.73050502342917
Faroese,50,Chuvash,9.192388155425117,-122.21045255084984
Finnish,54,Chuvash,9.192388155425117,-94.51811292157521
Gagauz,57,Chuvash,12.963624321800516,132.74181165976555
Galician,49,Chuvash,17.67766952966369,-64.87513524906943
Georgian,53,Chuvash,19.091883092036785,-10.834964047408393
German,50,Chuvash,21.920310216782973,-75.45111869548701
Gilaki,52,Chuvash,25.69154638315837,-121.20607713575522
Greek,44,Chuvash,29.34493141924172,-41.90762498997889
Gujarati,59,Chuvash,45.96194077712559,113.18841476120919
Hakka,45,Chuvash,43.1335136523794,-43.398504836575086
Hausa,32,Chuvash,61.518289963229634,-118.18804674985464
Hebrew,38,Chuvash,33.58757210636101,-56.9752328111604
Hindi,58,Chuvash,43.1335136523794,-147.8012891708789
Hungarian,55,Chuvash,12.020815280171307,-15.097006436455006
Icelandic,44,Chuvash,13.435028842544403,-148.15352670618677
Indonesian,43,Chuvash,87.20983634634557,-108.79303387626467
Irish,38,Chuvash,4.242640687119285,-74.91737589468124
Japanese,63,Chuvash,26.16295090390226,142.40205152146765
Javanese,46,Chuvash,88.38834764831844,-94.43225147118537
Kabiye,43,Chuvash,64.81812160876214,-60.88786146470228
Kabyle,49,Chuvash,26.870057685088806,-151.02536180973144
Kannada,63,Chuvash,58.68986283848344,-45.80276614891667
Kapampangan,41,Chuvash,56.804244755366454,-106.15404779880656
Karachay-Balkar,56,Chuvash,16.97056274847714,-33.769093588749676
Kazakh,50,Chuvash,7.7781745930520225,170.73408255216492
Khmer,40,Chuvash,60.81118318204309,-73.2575918960253
Kirghiz,60,Chuvash,10.960155108391486,176.70400338013718
Korean,65,Chuvash,25.45584412271571,178.27251835079736
Ladino,49,Chuvash,21.920310216782973,-66.7985294763122
Lao,38,Chuvash,53.033008588991066,72.33016318021609
Latvian,40,Chuvash,2.1213203435596424,-46.84821638815225
Lezgian,60,Chuvash,19.56328761278067,152.6318079476192
Lithuanian,51,Chuvash,0.7071067811865476,17.90780503744071
Luganda,48,Chuvash,77.78174593052023,-71.69349631747644
Luxembourgish,49,Chuvash,8.013876853494683,-104.5450526314089
Macedonian,47,Chuvash,19.56328761278067,-127.12829532069992
Maithili,54,Chuvash,41.71930009000631,141.79129271982555
Malayalam,61,Chuvash,64.34671708797582,156.3489377665236
Maltese,43,Chuvash,27.695015596425968,-94.334754226872775
Manx,42,Chuvash,1.8856180831169822,-6.504185806026506
Maori,31,Chuvash,135.0573952066306,-109.5177281883277
Marathi,54,Chuvash,51.61879502661797,141.1863128217203
Mazandarani,46,Chuvash,26.870057685088806,-67.33329967584487
Mingrelian,54,Chuvash,18.384776310850235,71.6304187592481
Nahuatl,51,Chuvash,51.61879502661797,24.859929226025965
Neapolitan,53,Chuvash,20.623947784560492,-108.26909915952851
Nepali,53,Chuvash,38.890872965260115,106.15535382647694
Occitan,41,Chuvash,16.263455967290593,-113.94803182679496
Ossetian,54,Chuvash,17.67766952966369,-163.45752517920533
Pangasinan,47,Chuvash,55.97928684388788,18.604960449151985
Papiamentu,52,Chuvash,61.16473657263636,-72.96029770134834
Polish,54,Chuvash,4.949747468305833,-57.67432702504321
Ripuarian,59,Chuvash,6.363961030678928,-156.9256609422615
Romanian,49,Chuvash,12.020815280171307,-125.02338740115708
Romansh,49,Chuvash,12.492219800915194,-69.99660488258151
Russian,56,Chuvash,0.7071067811865476,-42.125726833160186
Sakha,65,Chuvash,9.192388155425117,84.34702805138582
Samoan,36,Chuvash,98.16999145477948,-73.29665138338372
Sindhi,49,Chuvash,41.71930009000631,116.55881223381643
Sinhalese,60,Chuvash,68.58935777509511,135.8605527073698
Slovak,48,Chuvash,9.192388155425117,-39.0526818911986
Slovenian,39,Chuvash,13.435028842544403,-89.62022270998824
Somali,48,Chuvash,74.24621202458749,-173.08728438455225
Sundanese,40,Chuvash,88.38834764831844,-120.22094839002696
Swedish,42,Chuvash,12.374368670764582,-62.28318318221779
Tajik,46,Chuvash,23.805928299899954,79.56151000830998
Tamil,66,Chuvash,62.932503525602726,141.02000210696642
Tatar,52,Chuvash,0.2357022604426605,63.57283889337996
Telugu,57,Chuvash,55.86143571373726,-51.787994701261596
Tetum,42,Chuvash,91.21677477306463,-140.8433140851055
Thai,35,Chuvash,55.86143571373726,134.44001215623913
Tongan,43,Chuvash,108.42303978198441,-160.7087474054456
Tsonga,46,Chuvash,112.42997820866105,-128.20109387688282
Tswana,47,Chuvash,112.42997820866105,-103.58135821490374
Tulu,49,Chuvash,60.45762979144981,98.74110082183343
Turkish,63,Chuvash,23.33452377915607,-79.745503540975335
Turkmen,55,Chuvash,21.920310216782973,23.740476505739352
Ukrainian,46,Chuvash,9.192388155425117,-40.98203344059528
Urdu,58,Chuvash,43.1335136523794,-87.85108002641003
Uyghur,64,Chuvash,21.920310216782973,108.6410598476172
Vepsian,51,Chuvash,6.363961030678928,161.73262060549138
Vietnamese,34,Chuvash,63.63961030678928,-79.97550993415916
Waray,47,Chuvash,61.518289963229634,-143.1418554273185
Welsh,41,Chuvash,4.949747468305833,-131.87808883239026
Wolof,41,Chuvash,56.922095885517074,-133.76602449824455
Wu,46,Chuvash,33.70542323651163,-58.82914955240977
Yoruba,35,Chuvash,67.17514421272202,-159.7518275627913
Zeelandic,46,Chuvash,5.656854249492381,-62.030231170532986
Acehnese,43,Croatian,54.44722215136416,37.19898678325262
Afrikaans,54,Croatian,106.06601717798213,176.39221891977832
Alemannic,61,Croatian,6.363961030678928,173.4010733424087
Amharic,44,Croatian,48.08326112068523,-153.88792570012546
Armenian,54,Croatian,16.027753706847932,-125.72765692555747
Assamese,48,Croatian,25.45584412271571,177.61897522283172
Asturian,53,Croatian,1.0606601717798212,179.2196775407629
Bashkir,51,Croatian,12.727922061357855,-86.85339207444105
Basque,48,Croatian,1.4142135623730951,-145.1484601249602
Bavarian,55,Croatian,7.0710678118654755,177.1863646954684
Belarusian,59,Croatian,14.142135623730951,173.0191784475133
Bengali,59,Croatian,28.284271247461902,166.8733529822184
Bhojpuri,55,Croatian,25.45584412271571,59.57609893263421
Bosnian,54,Croatian,1.4142135623730951,178.87187732071288
Breton,56,Croatian,5.656854249492381,176.68134486953375
Bulgarian,59,Croatian,2.1213203435596424,172.35891057305764
Burmese,43,Croatian,32.526911934581186,122.09523263308277
Catalan,59,Croatian,3.181980515339464,179.5729708995531
Chuvash,50,Croatian,16.263455967290593,-96.02656317305626
Czech,69,Croatian,8.48528137423857,179.20294517439805
Danish,58,Croatian,16.97056274847714,177.2972919213389
Divehi,62,Croatian,56.33284023452358,-6.463525495300596
Dutch,51,Croatian,9.545941546018392,179.63280527152745
Emilian-Romagnol,50,Croatian,0.7071067811865476,171.53661615986263
Erzya,59,Croatian,12.727922061357855,96.65392323109484
Estonian,64,Croatian,21.213203435596427,178.90629586323536
Faroese,55,Croatian,25.45584412271571,176.4185817242196
Finnish,64,Croatian,25.45584412271571,176.65313262236288
Gagauz,56,Croatian,3.299831645490077,4.2544214799500875
Galician,54,Croatian,1.4142135623730951,175.63732423447297
Georgian,50,Croatian,2.8284271247461903,156.87644543100348
German,55,Croatian,5.656854249492381,178.11482271694078
Gilaki,52,Croatian,9.428090415867779,16.011681616307225
Greek,66,Croatian,13.08147545195113,169.75755825739466
Gujarati,64,Croatian,29.698484809834994,-177.66757896587382
Hakka,60,Croatian,26.870057685088806,82.98270677972823
Hausa,48,Croatian,45.254833995939045,171.81691327311765
Hebrew,52,Croatian,17.324116139070416,172.21522313420007
Hindi,55,Croatian,26.870057685088806,2.1450679025260895
Hungarian,58,Croatian,4.242640687119285,157.21926795283687
Icelandic,62,Croatian,29.698484809834994,161.74179091569587
Indonesian,49,Croatian,70.94638037905497,175.18373019828377
Irish,54,Croatian,12.020815280171307,177.86967769809777
Japanese,47,Croatian,9.899494936611665,14.09520806868386
Javanese,58,Croatian,72.12489168102785,127.7062950525076
Kabiye,60,Croatian,48.55466564147155,-102.49833518795116
Kabyle,56,Croatian,10.606601717798213,155.15138572676656
Kannada,54,Croatian,42.42640687119285,170.87273966119665
Kapampangan,56,Croatian,40.540788788075865,165.4882141524301
Karachay-Balkar,43,Croatian,0.7071067811865476,155.98236223516096
Kazakh,60,Croatian,8.48528137423857,-76.67026819502767
